index,wavelength_nm,intensity,fit_intensity
0,466.0,18.05579303518162,18.05579303518162
1,466.09775171065496,24.58756159431578,18.05579303518162
2,466.19550342130987,9.956728449127743,18.05579303518162
3,466.2932551319648,5.856306235679217,9.956728449127743
4,466.39100684261973,39.98736581002906,9.956728449127743
5,466.4887585532747,-7.928287811539121,24.468222292533405
6,466.5865102639296,34.44427315257434,34.44427315257434
7,466.68426197458456,24.468222292533405,24.468222292533405
8,466.7820136852395,65.90928949500488,24.468222292533405
9,466.8797653958944,3.609621644705509,18.615530044368978
10,466.9775171065494,18.615530044368978,18.615530044368978
11,467.0752688172043,5.889901207496685,15.240651302201812
12,467.17302052785925,26.39910785997633,18.615530044368978
13,467.27077223851416,15.240651302201812,20.184754107986297
14,467.3685239491691,20.184754107986297,26.39910785997633
15,467.466275659824,30.329074431030158,24.73251022864219
16,467.564027370479,32.94131088918182,30.329074431030158
17,467.66177908113394,24.73251022864219,30.329074431030158
18,467.75953079178885,41.5274249590281,32.94131088918182
19,467.8572825024438,7.8226677946278755,24.73251022864219
20,467.9550342130987,33.12737818827798,33.12737818827798
21,468.0527859237537,10.932272522813523,20.009413959408565
22,468.1505376344086,50.197280747287486,22.25152543773745
23,468.24828934506354,20.009413959408565,22.25152543773745
24,468.3460410557185,22.25152543773745,22.25152543773745
25,468.4437927663734,45.282301898066436,20.009413959408565
26,468.54154447702837,17.950800729156235,22.25152543773745
27,468.63929618768327,10.01970377689554,36.249746868977255
28,468.73704789833823,49.143301319902605,36.249746868977255
29,468.83479960899314,36.249746868977255,36.249746868977255
30,468.9325513196481,40.04286020073822,40.04286020073822
31,469.030303030303,11.57003488205621,36.249746868977255
32,469.12805474095796,40.425933686189204,40.04286020073822
33,469.2258064516129,29.61623310670046,29.61623310670046
34,469.32355816226783,50.43617821138962,40.425933686189204
35,469.4213098729228,24.793139726933305,30.218913843456164
36,469.5190615835777,40.61802206428932,40.61802206428932
37,469.61681329423266,30.218913843456164,30.218913843456164
38,469.71456500488756,49.12184845278968,30.218913843456164
39,469.8123167155425,15.520579902409029,30.218913843456164
40,469.9100684261975,28.816975942077523,45.35327133568705
41,470.0078201368524,45.35327133568705,44.15671942701395
42,470.10557184750735,54.13744871370905,44.15671942701395
43,470.20332355816225,44.15671942701395,44.15671942701395
44,470.3010752688172,42.58098893211382,44.15671942701395
45,470.3988269794721,29.894033819474235,44.15671942701395
46,470.4965786901271,49.45483674599568,48.86095965675641
47,470.59433040078204,53.82742363690876,48.86095965675641
48,470.69208211143695,48.86095965675641,48.86095965675641
49,470.7898338220919,3.301392625453964,48.86095965675641
50,470.8875855327468,42.24912620403223,47.389761171645695
51,470.9853372434018,52.0879441453627,42.24912620403223
52,471.0830889540567,47.389761171645695,42.24912620403223
53,471.18084066471164,35.91634592300252,47.389761171645695
54,471.27859237536654,21.226465803807315,47.389761171645695
55,471.3763440860215,65.65942375599249,35.91634592300252
56,471.47409579667647,47.73606365074161,47.73606365074161
57,471.57184750733137,27.71594013064708,47.73606365074161
58,471.66959921798633,49.47782670597967,45.8442152803889
59,471.76735092864124,45.8442152803889,45.8442152803889
60,471.8651026392962,33.030340816106325,48.669469134570065
61,471.9628543499511,52.49560185197974,48.669469134570065
62,472.06060606060606,48.669469134570065,52.49560185197974
63,472.158357771261,61.917013659570515,61.917013659570515
64,472.2561094819159,76.24004437344486,61.917013659570515
65,472.3538611925709,64.63130783456637,61.917013659570515
66,472.4516129032258,44.22465951021392,63.5552804862441
67,472.54936461388075,34.43573969748574,63.5552804862441
68,472.64711632453566,63.5552804862441,63.5552804862441
69,472.7448680351906,72.57152215216743,63.5552804862441
70,472.8426197458455,71.02320839809057,71.02320839809057
71,472.9403714565005,46.75027361111974,71.02320839809057
72,473.03812316715545,81.70071619507027,65.112511129696
