index,wavelength_nm,intensity,fit_intensity
0,466.0,9.433171870275961,12.942621806359895
1,466.09775171065496,12.942621806359895,12.942621806359895
2,466.19550342130987,17.55318191487116,13.222960961950914
3,466.2932551319648,13.222960961950914,17.55318191487116
4,466.39100684261973,18.91512863256391,17.55318191487116
5,466.4887585532747,34.227130356131156,18.91512863256391
6,466.5865102639296,15.48117180856159,18.91512863256391
7,466.68426197458456,43.207743434894695,24.42715409149457
8,466.7820136852395,7.158239836715108,24.42715409149457
9,466.8797653958944,24.42715409149457,24.42715409149457
10,466.9775171065494,40.598614347374934,24.42715409149457
11,467.0752688172043,20.062814087063067,24.42715409149457
12,467.17302052785925,43.41608590524724,40.598614347374934
13,467.27077223851416,-11.093490448734816,23.375776307246422
14,467.3685239491691,61.06210360537234,23.375776307246422
15,467.466275659824,23.375776307246422,23.375776307246422
16,467.564027370479,17.13622881833873,23.375776307246422
17,467.66177908113394,27.314763385762486,23.008215069605434
18,467.75953079178885,12.681613641666274,23.008215069605434
19,467.8572825024438,23.008215069605434,23.46588044385314
20,467.9550342130987,23.46588044385314,23.008215069605434
21,468.0527859237537,25.347879112343968,23.46588044385314
22,468.1505376344086,10.598479515477283,25.347879112343968
23,468.24828934506354,35.573598194273636,34.510513927269045
24,468.3460410557185,50.30892388426204,34.510513927269045
25,468.4437927663734,34.510513927269045,35.573598194273636
26,468.54154447702837,33.0952910563308,34.510513927269045
27,468.63929618768327,36.346925646426314,34.510513927269045
28,468.73704789833823,29.746763879083638,36.346925646426314
29,468.83479960899314,40.02557791759642,40.02557791759642
30,468.9325513196481,42.64028128039972,40.02557791759642
31,469.030303030303,43.77130227489902,40.02557791759642
32,469.12805474095796,18.868190289546632,42.64028128039972
33,469.2258064516129,24.262509525300622,43.77130227489902
34,469.32355816226783,47.75626447269894,42.44730910931505
35,469.4213098729228,54.412629459435145,42.44730910931505
36,469.5190615835777,42.44730910931505,47.75626447269894
37,469.61681329423266,40.729498053321045,42.44730910931505
38,469.71456500488756,50.34796973397757,42.44730910931505
39,469.8123167155425,18.21335454634757,40.729498053321045
40,469.9100684261975,58.831412358842385,31.391741832252777
41,470.0078201368524,23.254322861556556,31.391741832252777
42,470.10557184750735,31.391741832252777,31.391741832252777
43,470.20332355816225,38.76683134789958,23.254322861556556
44,470.3010752688172,21.091389676780203,31.391741832252777
45,470.3988269794721,14.300715957143598,21.823355631008436
46,470.4965786901271,44.065086158839364,21.823355631008436
47,470.59433040078204,21.823355631008436,21.823355631008436
48,470.69208211143695,53.52303081724713,44.065086158839364
49,470.7898338220919,9.379992575710176,50.64425091319916
50,470.8875855327468,61.002952915535275,50.64425091319916
51,470.9853372434018,50.64425091319916,36.346628894895616
52,471.0830889540567,36.346628894895616,36.346628894895616
53,471.18084066471164,30.876659869221747,36.346628894895616
54,471.27859237536654,34.10749465457913,34.10749465457913
55,471.3763440860215,58.90554787242289,34.10749465457913
56,471.47409579667647,12.101281237581048,46.096035927680276
57,471.57184750733137,67.96185788719995,46.096035927680276
58,471.66959921798633,46.096035927680276,45.90825180444719
59,471.76735092864124,38.43307818036055,46.096035927680276
60,471.8651026392962,45.90825180444719,45.90825180444719
61,471.9628543499511,51.544236632840814,45.90825180444719
62,472.06060606060606,41.57209144737155,45.90825180444719
63,472.158357771261,54.569929278554845,51.54246771043186
64,472.2561094819159,35.36407775956954,51.54246771043186
65,472.3538611925709,51.54246771043186,51.54246771043186
66,472.4516129032258,53.48186735024058,39.98598736582822
67,472.54936461388075,21.89897686440841,51.54246771043186
68,472.64711632453566,39.98598736582822,47.95008697516931
69,472.7448680351906,68.70377904525783,47.95008697516931
