index,wavelength_nm,intensity,fit_intensity
0,466.0,42.45351114906059,42.45351114906059
1,466.09775171065496,46.459051992258054,42.45351114906059
2,466.19550342130987,13.020034964931444,25.598256462892728
3,466.2932551319648,25.598256462892728,22.139228266927574
4,466.39100684261973,22.139228266927574,16.410682115208925
5,466.4887585532747,16.410682115208925,22.139228266927574
6,466.5865102639296,-17.65304240652905,16.410682115208925
7,466.68426197458456,26.870276114000653,11.988817439003006
8,466.7820136852395,10.392334125639554,10.392334125639554
9,466.8797653958944,11.988817439003006,11.988817439003006
10,466.9775171065494,4.594399326805032,11.988817439003006
11,467.0752688172043,31.266991578978054,27.070712748325313
12,467.17302052785925,40.03171268606727,27.070712748325313
13,467.27077223851416,27.070712748325313,31.266991578978054
14,467.3685239491691,20.78016058918614,27.070712748325313
15,467.466275659824,38.64937623462386,27.070712748325313
16,467.564027370479,4.239647592008641,33.667726569358976
17,467.66177908113394,33.667726569358976,33.667726569358976
18,467.75953079178885,45.348444188509305,15.32715838128915
19,467.8572825024438,4.316359642814604,33.667726569358976
20,467.9550342130987,15.32715838128915,34.9368711653048
21,468.0527859237537,34.9368711653048,28.878418173900098
22,468.1505376344086,73.73264924281094,28.878418173900098
23,468.24828934506354,28.878418173900098,32.49400908658082
24,468.3460410557185,16.478004648122134,32.49400908658082
25,468.4437927663734,32.49400908658082,32.49400908658082
26,468.54154447702837,62.093172815289236,32.49400908658082
27,468.63929618768327,43.24281709002645,43.24281709002645
28,468.73704789833823,8.980335443016305,43.24281709002645
29,468.83479960899314,48.10595629985555,38.91708520543424
30,468.9325513196481,32.0028549006763,38.91708520543424
31,469.030303030303,38.91708520543424,38.91708520543424
32,469.12805474095796,50.187071233685415,35.22381722377849
33,469.2258064516129,14.892174238978782,35.22381722377849
34,469.32355816226783,35.22381722377849,35.22381722377849
35,469.4213098729228,17.310514924211528,35.22381722377849
36,469.5190615835777,52.93357151163341,52.93357151163341
37,469.61681329423266,57.449715695386615,52.93357151163341
38,469.71456500488756,53.72501128671912,52.93357151163341
39,469.8123167155425,16.791203494704593,41.90457309443976
40,469.9100684261975,41.90457309443976,41.90457309443976
